sex_s,cohort,gap,raw_log_mult,smoothed_log_mult,gauged_log_mult
female,18-70,38,-4.572522687270678,-4.57241963257486,-4.573582037741095
female,18-70,39,-4.252979181012417,-4.253119427311906,-4.25428183247814
female,18-70,40,-4.381768937338833,-4.381692806453617,-4.382855211619852
female,18-70,41,-4.306888276475923,-4.30705994454143,-4.308222349707664
female,18-70,42,-5.043679511741711,-5.043183539200107,-5.044345944366341
female,18-70,43,-4.874475690986022,-4.8742441455004055,-4.87540655066664
female,18-70,44,-4.112285445243315,-4.112546343361382,-4.113708748527617
female,18-70,45,-4.241158278615476,-4.241102338246186,-4.242264743412421
female,18-70,46,-4.2675698905299315,-4.267608861411437,-4.268771266577672
female,18-70,47,-4.530398084485764,-4.530185721509188,-4.5313481266754225
female,18-70,48,-4.271327523777213,-4.271348722164943,-4.272511127331177
female,18-70,49,-3.8409988663321704,-3.841373452420161,-3.842535857586396
female,18-70,50,-9.210340371976182,-9.210340371976182,-9.211502777142417
female,18-70,51,-9.210340371976182,-9.210340371976182,-9.211502777142417
female,18-70,52,-9.210340371976182,-9.210340371976182,-9.211502777142417
