sex_s,race_s,race_c,edu_s,edu_c,multiplier,log,sides_alloc
male,nh_black,nh_nhpi,hs_or_less,some_college,1.0288,0.02844,16.6
male,nh_black,nh_nhpi,hs_or_less,bachelors,1.1024,0.09746,6.9
male,nh_black,nh_nhpi,hs_or_less,graduate,1.0386,0.03785,2.4
male,nh_black,nh_nhpi,some_college,hs_or_less,1.335,0.2889,26.6
male,nh_black,nh_nhpi,some_college,some_college,0.8587,-0.15235,12.2
male,nh_black,nh_nhpi,some_college,bachelors,1.0381,0.03736,6.1
male,nh_black,nh_nhpi,some_college,graduate,0.9791,-0.02115,1.0
male,nh_black,nh_nhpi,bachelors,hs_or_less,0.898,-0.10756,0.1
male,nh_black,nh_nhpi,bachelors,some_college,0.9675,-0.03306,4.7
male,nh_black,nh_nhpi,bachelors,bachelors,0.9421,-0.0596,3.3
male,nh_black,nh_nhpi,bachelors,graduate,0.9522,-0.04894,0.6
male,nh_black,nh_nhpi,graduate,hs_or_less,1.0468,0.04578,2.6
male,nh_black,nh_nhpi,graduate,some_college,0.9476,-0.05384,0.1
male,nh_black,nh_nhpi,graduate,bachelors,1.0505,0.04924,3.7
male,nh_black,nh_nhpi,graduate,graduate,0.9407,-0.06112,0.1
male,nh_black,nh_twoplus,hs_or_less,hs_or_less,0.9345,-0.06776,463.2
male,nh_black,nh_twoplus,hs_or_less,some_college,1.2346,0.21079,529.9
male,nh_black,nh_twoplus,hs_or_less,bachelors,0.7442,-0.2954,122.3
male,nh_black,nh_twoplus,hs_or_less,graduate,1.2299,0.20694,95.3
male,nh_black,nh_twoplus,some_college,hs_or_less,0.911,-0.0932,202.6
male,nh_black,nh_twoplus,some_college,some_college,0.9902,-0.00988,541.6
male,nh_black,nh_twoplus,some_college,bachelors,1.0572,0.05567,257.5
male,nh_black,nh_twoplus,some_college,graduate,1.3023,0.26414,136.4
male,nh_black,nh_twoplus,bachelors,hs_or_less,1.0156,0.01549,65.4
male,nh_black,nh_twoplus,bachelors,some_college,1.0656,0.06356,177.1
male,nh_black,nh_twoplus,bachelors,bachelors,0.876,-0.13239,239.2
male,nh_black,nh_twoplus,bachelors,graduate,1.1042,0.09911,146.9
